代码,名称,板块类型,板块名称,行业代码,行业名称
300724,,行业分类,申万行业,630505,化工
002090,,行业分类,申万行业,630803,化工
300157,,行业分类,申万行业,640106,化工
300850,,行业分类,申万行业,630602,化工
000723,,行业分类,申万行业,740201,公用事业
300853,,行业分类,申万行业,630803,化工
300854,,行业分类,申万行业,760103,公用事业
688498,,行业分类,申万行业,270102,未知行业
300862,,行业分类,申万行业,640107,化工
688499,,行业分类,申万行业,630703,化工
000793,,行业分类,申万行业,720902,公用事业
600874,,行业分类,申万行业,760102,公用事业
300864,,行业分类,申万行业,760104,公用事业
300867,,行业分类,申万行业,760103,公用事业
300873,,行业分类,申万行业,420803,机械设备
000720,,行业分类,申万行业,630805,化工
688439,,行业分类,申万行业,650501,化工
300817,,行业分类,申万行业,640108,化工
300756,,行业分类,申万行业,640209,化工
688379,,行业分类,申万行业,640108,化工
300776,,行业分类,申万行业,630505,化工
300777,,行业分类,申万行业,650201,化工
600363,,行业分类,申万行业,270504,未知行业
300210,,行业分类,申万行业,760201,公用事业
600821,,行业分类,申万行业,410106,机械设备
688400,,行业分类,申万行业,640209,化工
300779,,行业分类,申万行业,760103,公用事业
300747,,行业分类,申万行业,640703,化工
300746,,行业分类,申万行业,620601,化工
300205,,行业分类,申万行业,730206,公用事业
300203,,行业分类,申万行业,760201,公用事业
300780,,行业分类,申万行业,640108,化工
300211,,行业分类,申万行业,730103,公用事业
600825,,行业分类,申万行业,720902,公用事业
688408,,行业分类,申万行业,630504,化工
688012,,行业分类,申万行业,270108,未知行业
300201,,行业分类,申万行业,640601,化工
300774,,行业分类,申万行业,760102,公用事业
300750,宁德时代,行业分类,申万行业,630701,化工
688395,,行业分类,申万行业,640702,化工
300763,,行业分类,申万行业,630503,化工
688388,,行业分类,申万行业,630701,化工
300757,,行业分类,申万行业,640704,化工
300751,,行业分类,申万行业,630505,化工
688018,,行业分类,申万行业,270104,未知行业
688017,,行业分类,申万行业,640701,化工
300762,,行业分类,申万行业,650501,化工
688390,,行业分类,申万行业,630503,化工
300207,,行业分类,申万行业,630701,化工
300772,,行业分类,申万行业,630601,化工
688392,,行业分类,申万行业,630703,化工
600373,,行业分类,申万行业,720902,公用事业
002060,,行业分类,申万行业,410110,机械设备
600368,,行业分类,申万行业,420901,机械设备
000777,,行业分类,申万行业,640108,化工
300769,,行业分类,申万行业,630702,化工
300770,,行业分类,申万行业,721001,公用事业
688011,,行业分类,申万行业,650501,化工
300781,,行业分类,申万行业,720501,公用事业
600831,,行业分类,申万行业,721001,公用事业
300187,,行业分类,申万行业,760104,公用事业
300800,,行业分类,申万行业,760201,公用事业
300802,,行业分类,申万行业,640704,化工
688429,,行业分类,申万行业,630502,化工
300190,,行业分类,申万行业,760104,公用事业
600345,,行业分类,申万行业,730207,公用事业
600817,,行业分类,申万行业,760201,公用事业
300805,,行业分类,申万行业,720501,公用事业
600343,,行业分类,申万行业,640106,化工
000755,,行业分类,申万行业,420901,机械设备
600845,,行业分类,申万行业,710301,公用事业
605580,,行业分类,申万行业,410104,机械设备
300815,,行业分类,申万行业,760103,公用事业
300185,,行业分类,申万行业,630602,化工
002074,,行业分类,申万行业,630701,化工
600379,,行业分类,申万行业,630801,化工
688433,,行业分类,申万行业,640106,化工
688001,,行业分类,申万行业,640107,化工
300904,,行业分类,申万行业,630602,化工
300785,,行业分类,申万行业,720704,公用事业
688006,,行业分类,申万行业,630703,化工
688411,,行业分类,申万行业,630306,化工
600358,,行业分类,申万行业,720501,公用事业
600834,,行业分类,申万行业,420902,机械设备
300786,,行业分类,申万行业,760201,公用事业
300788,,行业分类,申万行业,720902,公用事业
688418,,行业分类,申万行业,730207,公用事业
600355,,行业分类,申万行业,730206,公用事业
688005,,行业分类,申万行业,630702,化工
600348,,行业分类,申万行业,740102,公用事业
688420,,行业分类,申万行业,640203,化工
688003,,行业分类,申万行业,640704,化工
600350,,行业分类,申万行业,420901,机械设备
300213,,行业分类,申万行业,730207,公用事业
600377,,行业分类,申万行业,420901,机械设备
300738,,行业分类,申万行业,730104,公用事业
688425,,行业分类,申万行业,640601,化工
300899,,行业分类,申万行业,760102,公用事业
603308,,行业分类,申万行业,640108,化工
300906,,行业分类,申万行业,640107,化工
301128,,行业分类,申万行业,640209,化工
002122,,行业分类,申万行业,640101,化工
301137,,行业分类,申万行业,640108,化工
301138,,行业分类,申万行业,640208,化工
301139,,行业分类,申万行业,730103,公用事业
600959,,行业分类,申万行业,721001,公用事业
301148,,行业分类,申万行业,760102,公用事业
301150,,行业分类,申万行业,630701,化工
301151,,行业分类,申万行业,640108,化工
301152,,行业分类,申万行业,630702,化工
301155,,行业分类,申万行业,630602,化工
301157,,行业分类,申万行业,630306,化工
301158,,行业分类,申万行业,640203,化工
688582,,行业分类,申万行业,270105,未知行业
002123,,行业分类,申万行业,730104,公用事业
605186,,行业分类,申万行业,640704,化工
301161,,行业分类,申万行业,640602,化工
301162,,行业分类,申万行业,710401,公用事业
301163,,行业分类,申万行业,630602,化工
301165,,行业分类,申万行业,730204,公用事业
301129,,行业分类,申万行业,640107,化工
301127,,行业分类,申万行业,760102,公用事业
300148,,行业分类,申万行业,720901,公用事业
000676,,行业分类,申万行业,720501,公用事业
301102,,行业分类,申万行业,720502,公用事业
688567,,行业分类,申万行业,630701,化工
301105,,行业分类,申万行业,640208,化工
000680,,行业分类,申万行业,640601,化工
301107,,行业分类,申万行业,640106,化工
688568,,行业分类,申万行业,710301,公用事业
002120,,行业分类,申万行业,420804,机械设备
301109,,行业分类,申万行业,760103,公用事业
600941,,行业分类,申万行业,730102,公用事业
301112,,行业分类,申万行业,640701,化工
301117,,行业分类,申万行业,710102,公用事业
688570,,行业分类,申万行业,640702,化工
300113,,行业分类,申万行业,720401,公用事业
002121,,行业分类,申万行业,630804,化工
301120,,行业分类,申万行业,630801,化工
688573,,行业分类,申万行业,630703,化工
301121,,行业分类,申万行业,630701,化工
301125,,行业分类,申万行业,640106,化工
300112,,行业分类,申万行业,640107,化工
301168,,行业分类,申万行业,630502,化工
002125,,行业分类,申万行业,630702,化工
300105,,行业分类,申万行业,760201,公用事业
301171,,行业分类,申万行业,720501,公用事业
688598,,行业分类,申万行业,630504,化工
600973,,行业分类,申万行业,630805,化工
688599,天合光能,行业分类,申万行业,630502,化工
301217,,行业分类,申万行业,630701,化工
300097,,行业分类,申万行业,640704,化工
002132,,行业分类,申万行业,640108,化工
301222,,行业分类,申万行业,630705,化工
600977,,行业分类,申万行业,720601,公用事业
301226,,行业分类,申万行业,630101,化工
300095,,行业分类,申万行业,640203,化工
600979,,行业分类,申万行业,410110,机械设备
600980,,行业分类,申万行业,640203,化工
300093,,行业分类,申万行业,630502,化工
300092,,行业分类,申万行业,640203,化工
301231,,行业分类,申万行业,720902,公用事业
301232,,行业分类,申万行业,630602,化工
600984,,行业分类,申万行业,640601,化工
600985,,行业分类,申万行业,740102,公用事业
600986,,行业分类,申万行业,720501,公用事业
301213,,行业分类,申万行业,650501,化工
301210,,行业分类,申万行业,630701,化工
688597,,行业分类,申万行业,630804,化工
600971,,行业分类,申万行业,740101,公用事业
600969,,行业分类,申万行业,410110,机械设备
301175,,行业分类,申万行业,760103,公用事业
301179,,行业分类,申万行业,630803,化工
002128,,行业分类,申万行业,740101,公用事业
300101,,行业分类,申万行业,650501,化工
002129,,行业分类,申万行业,630501,化工
605168,,行业分类,申万行业,720501,公用事业
688592,,行业分类,申万行业,730206,公用事业
000665,,行业分类,申万行业,721001,公用事业
301205,,行业分类,申万行业,730204,公用事业
300098,,行业分类,申万行业,730204,公用事业
301191,,行业分类,申万行业,730206,公用事业
002131,,行业分类,申万行业,640108,化工
301197,,行业分类,申万行业,640107,化工
301199,,行业分类,申万行业,640701,化工
301200,,行业分类,申万行业,640209,化工
301202,,行业分类,申万行业,730207,公用事业
301203,,行业分类,申万行业,760102,公用事业
000681,,行业分类,申万行业,720703,公用事业
600936,,行业分类,申万行业,721001,公用事业
688565,,行业分类,申万行业,760102,公用事业
301002,,行业分类,申万行业,630801,化工
300959,,行业分类,申万行业,730104,公用事业
300961,,行业分类,申万行业,760102,公用事业
300140,,行业分类,申万行业,760103,公用事业
300971,,行业分类,申万行业,640209,化工
600892,,行业分类,申万行业,720401,公用事业
300137,,行业分类,申万行业,760201,公用事业
002104,,行业分类,申万行业,730206,公用事业
605288,,行业分类,申万行业,640702,化工
688522,,行业分类,申万行业,650501,化工
688523,,行业分类,申万行业,650101,化工
600897,,行业分类,申万行业,421002,机械设备
300984,,行业分类,申万行业,640106,化工
300134,,行业分类,申万行业,730204,公用事业
300985,,行业分类,申万行业,640108,化工
300987,,行业分类,申万行业,720704,公用事业
300988,,行业分类,申万行业,640209,化工
688528,,行业分类,申万行业,640107,化工
300133,,行业分类,申万行业,720601,公用事业
600905,,行业分类,申万行业,410107,机械设备
688518,,行业分类,申万行业,640703,化工
300141,,行业分类,申万行业,630802,化工
300958,,行业分类,申万行业,760104,公用事业
605305,,行业分类,申万行业,640601,化工
300913,,行业分类,申万行业,730205,公用事业
002097,,行业分类,申万行业,640601,化工
600884,,行业分类,申万行业,630702,化工
300919,,行业分类,申万行业,630702,化工
688511,,行业分类,申万行业,650501,化工
300921,,行业分类,申万行业,730104,公用事业
300711,,行业分类,申万行业,730207,公用事业
000711,,行业分类,申万行业,760104,公用事业
600885,,行业分类,申万行业,630803,化工
688517,,行业分类,申万行业,630802,化工
300929,,行业分类,申万行业,760102,公用事业
300932,,行业分类,申万行业,630802,化工
688516,,行业分类,申万行业,630505,化工
300933,,行业分类,申万行业,630805,化工
300943,,行业分类,申万行业,640108,化工
300946,,行业分类,申万行业,640108,化工
300950,,行业分类,申万行业,640203,化工
300953,,行业分类,申万行业,630701,化工
300129,,行业分类,申万行业,630602,化工
002111,,行业分类,申万行业,650201,化工
301083,,行业分类,申万行业,640209,化工
300128,,行业分类,申万行业,630703,化工
301049,,行业分类,申万行业,760103,公用事业
301050,,行业分类,申万行业,650501,化工
688556,,行业分类,申万行业,630505,化工
301052,,行业分类,申万行业,720902,公用事业
301053,,行业分类,申万行业,640206,化工
301056,,行业分类,申万行业,640204,化工
301063,,行业分类,申万行业,640203,化工
301068,,行业分类,申万行业,760103,公用事业
301070,,行业分类,申万行业,640105,化工
688559,,行业分类,申万行业,640703,化工
300118,,行业分类,申万行业,630502,化工
000685,,行业分类,申万行业,760102,公用事业
688560,,行业分类,申万行业,630504,化工
600930,,行业分类,申万行业,410107,机械设备
301079,,行业分类,申万行业,640602,化工
301081,,行业分类,申万行业,760201,公用事业
688563,,行业分类,申万行业,650201,化工
000682,,行业分类,申万行业,630803,化工
301082,,行业分类,申万行业,630805,化工
301048,,行业分类,申万行业,640501,化工
301043,,行业分类,申万行业,640105,化工
301040,,行业分类,申万行业,630602,化工
300124,,行业分类,申万行业,640702,化工
002112,,行业分类,申万行业,630801,化工
301006,,行业分类,申万行业,640107,化工
300125,,行业分类,申万行业,410106,机械设备
301012,,行业分类,申万行业,630801,化工
000695,,行业分类,申万行业,630702,化工
301018,,行业分类,申万行业,640105,化工
605259,,行业分类,申万行业,640209,化工
301021,,行业分类,申万行业,640703,化工
301025,,行业分类,申万行业,720902,公用事业
000690,,行业分类,申万行业,410101,机械设备
300123,,行业分类,申万行业,650501,化工
600925,,行业分类,申万行业,740101,公用事业
301029,,行业分类,申万行业,640704,化工
301030,,行业分类,申万行业,760201,公用事业
301032,,行业分类,申万行业,640106,化工
002115,,行业分类,申万行业,730103,公用事业
605222,,行业分类,申万行业,630805,化工
688551,,行业分类,申万行业,630306,化工
300713,,行业分类,申万行业,630306,化工
002040,,行业分类,申万行业,421102,机械设备
600395,,行业分类,申万行业,740102,公用事业
000905,,行业分类,申万行业,421102,机械设备
688231,,行业分类,申万行业,240201,未知行业
300334,,行业分类,申万行业,760102,公用事业
001221,,行业分类,申万行业,360311,医药生物
300332,,行业分类,申万行业,410301,机械设备
001223,,行业分类,申万行业,640704,化工
001225,,行业分类,申万行业,640203,化工
001226,,行业分类,申万行业,640602,化工
300510,,行业分类,申万行业,630803,化工
001228,,行业分类,申万行业,420805,机械设备
001230,,行业分类,申万行业,760103,公用事业
300513,,行业分类,申万行业,730103,公用事业
300514,,行业分类,申万行业,630804,化工
000900,,行业分类,申万行业,420901,机械设备
688237,,行业分类,申万行业,650201,化工
001256,,行业分类,申万行业,640208,化工
300515,,行业分类,申万行业,640107,化工
001258,,行业分类,申万行业,410107,机械设备
600561,,行业分类,申万行业,420902,机械设备
600704,,行业分类,申万行业,420802,机械设备
300504,,行业分类,申万行业,730206,公用事业
300502,,行业分类,申万行业,730204,公用事业
300483,,行业分类,申万行业,410301,机械设备
600575,,行业分类,申万行业,740101,公用事业
688218,,行业分类,申万行业,640701,化工
300484,,行业分类,申万行业,640702,化工
300486,,行业分类,申万行业,640704,化工
300345,,行业分类,申万行业,630501,化工
001202,,行业分类,申万行业,420802,机械设备
300488,,行业分类,申万行业,640108,化工
001205,,行业分类,申万行业,421101,机械设备
300340,,行业分类,申万行业,630702,化工
001208,,行业分类,申万行业,630805,化工
300490,,行业分类,申万行业,630703,化工
688223,,行业分类,申万行业,630502,化工
300491,,行业分类,申万行业,630306,化工
600577,,行业分类,申万行业,630805,化工
688226,,行业分类,申万行业,630805,化工
000906,,行业分类,申万行业,420802,机械设备
300492,,行业分类,申万行业,620601,化工
001213,,行业分类,申万行业,420903,机械设备
300494,,行业分类,申万行业,720401,公用事业
300335,,行业分类,申万行业,410104,机械设备
001266,,行业分类,申万行业,640702,化工
600558,,行业分类,申万行业,640108,化工
688248,,行业分类,申万行业,630803,化工
001269,,行业分类,申万行业,630504,化工
001299,,行业分类,申万行业,410301,机械设备
600537,,行业分类,申万行业,630502,化工
001301,,行业分类,申万行业,630702,化工
001306,,行业分类,申万行业,640108,化工
300315,,行业分类,申万行业,720401,公用事业
001316,,行业分类,申万行业,750302,公用事业
001317,,行业分类,申万行业,420903,机械设备
600715,,行业分类,申万行业,720401,公用事业
600717,,行业分类,申万行业,421102,机械设备
300548,,行业分类,申万行业,730204,公用事业
000885,,行业分类,申万行业,760103,公用事业
300310,,行业分类,申万行业,730103,公用事业
600526,,行业分类,申万行业,760201,公用事业
300553,,行业分类,申万行业,640107,化工
001324,,行业分类,申万行业,640501,化工
600525,,行业分类,申万行业,630801,化工
000883,,行业分类,申万行业,410110,机械设备
300555,,行业分类,申万行业,730206,公用事业
688270,,行业分类,申万行业,270105,未知行业
300316,,行业分类,申万行业,630505,化工
300317,,行业分类,申万行业,410106,机械设备
600546,,行业分类,申万行业,740101,公用事业
600551,,行业分类,申万行业,720902,公用事业
000892,,行业分类,申万行业,720601,公用事业
001270,,行业分类,申万行业,650501,化工
001277,,行业分类,申万行业,640203,化工
600556,,行业分类,申万行业,720501,公用事业
688255,,行业分类,申万行业,640701,化工
300528,,行业分类,申万行业,720602,公用事业
001283,,行业分类,申万行业,630701,化工
000890,,行业分类,申万行业,760201,公用事业
001285,,行业分类,申万行业,280203,未知行业
001289,,行业分类,申万行业,410107,机械设备
600550,,行业分类,申万行业,630801,化工
688257,,行业分类,申万行业,640108,化工
300533,,行业分类,申万行业,720401,公用事业
000889,,行业分类,申万行业,730103,公用事业
001286,,行业分类,申万行业,410101,机械设备
001288,,行业分类,申万行业,640203,化工
600548,,行业分类,申万行业,420901,机械设备
300537,,行业分类,申万行业,270601,未知行业
688112,,行业分类,申万行业,640107,化工
688115,,行业分类,申万行业,640107,化工
001331,,行业分类,申万行业,410301,机械设备
688160,,行业分类,申万行业,640702,化工
000937,,行业分类,申万行业,740102,公用事业
300421,,行业分类,申万行业,640108,化工
300422,,行业分类,申万行业,760102,公用事业
300423,,行业分类,申万行业,630801,化工
600633,,行业分类,申万行业,720401,公用事业
300385,,行业分类,申万行业,760101,公用事业
688159,,行业分类,申万行业,730206,公用事业
300425,,行业分类,申万行业,760102,公用事业
300383,,行业分类,申万行业,730104,公用事业
300426,,行业分类,申万行业,720601,公用事业
688186,,行业分类,申万行业,630602,化工
300427,,行业分类,申万行业,630803,化工
688187,,行业分类,申万行业,640501,化工
688156,,行业分类,申万行业,110402,未知行业
688188,,行业分类,申万行业,710103,公用事业
688155,,行业分类,申万行业,630703,化工
300376,,行业分类,申万行业,630306,化工
688191,,行业分类,申万行业,630803,化工
688148,,行业分类,申万行业,630702,化工
000967,,行业分类,申万行业,760201,公用事业
300418,,行业分类,申万行业,720401,公用事业
688116,,行业分类,申万行业,630702,化工
300388,,行业分类,申万行业,760102,公用事业
300400,,行业分类,申万行业,640704,化工
300397,,行业分类,申万行业,650501,化工
688175,,行业分类,申万行业,650501,化工
300395,,行业分类,申万行业,650201,化工
300407,,行业分类,申万行业,630803,化工
600650,,行业分类,申万行业,420902,机械设备
300409,,行业分类,申万行业,630702,化工
300410,,行业分类,申万行业,630703,化工
300394,,行业分类,申万行业,730204,公用事业
600644,,行业分类,申万行业,410110,机械设备
688178,,行业分类,申万行业,760103,公用事业
300393,,行业分类,申万行业,630502,化工
300413,,行业分类,申万行业,720701,公用事业
300414,,行业分类,申万行业,730207,公用事业
300390,,行业分类,申万行业,630702,化工
300416,,行业分类,申万行业,460802,机械设备
600637,,行业分类,申万行业,721001,公用事业
300417,,行业分类,申万行业,640107,化工
688182,,行业分类,申万行业,730204,公用事业
688147,,行业分类,申万行业,630505,化工
300432,,行业分类,申万行业,630702,化工
300437,,行业分类,申万行业,760102,公用事业
300438,,行业分类,申万行业,630701,化工
300354,,行业分类,申万行业,640107,化工
300461,,行业分类,申万行业,640704,化工
688125,,行业分类,申万行业,640704,化工
300466,,行业分类,申万行业,640107,化工
300353,,行业分类,申万行业,730207,公用事业
300467,,行业分类,申万行业,720401,公用事业
688122,,行业分类,申万行业,650201,化工
600592,,行业分类,申万行业,640108,化工
000988,,行业分类,申万行业,640703,化工
688211,,行业分类,申万行业,640209,化工
600590,,行业分类,申万行业,650501,化工
000917,,行业分类,申万行业,721001,公用事业
688121,,行业分类,申万行业,640203,化工
300474,,行业分类,申万行业,650501,化工
688120,,行业分类,申万行业,270108,未知行业
688215,,行业分类,申万行业,640704,化工
300350,,行业分类,申万行业,420803,机械设备
300477,,行业分类,申万行业,630702,化工
300349,,行业分类,申万行业,640107,化工
300459,,行业分类,申万行业,720401,公用事业
000920,,行业分类,申万行业,220505,未知行业
000983,,行业分类,申万行业,740102,公用事业
688200,,行业分类,申万行业,270108,未知行业
300371,,行业分类,申万行业,640107,化工
000927,,行业分类,申万行业,640501,化工
300442,,行业分类,申万行业,730104,公用事业
300443,,行业分类,申万行业,630602,化工
300444,,行业分类,申万行业,630801,化工
300445,,行业分类,申万行业,640107,化工
688143,,行业分类,申万行业,730205,公用事业
300370,,行业分类,申万行业,640107,化工
300447,,行业分类,申万行业,650501,化工
688205,,行业分类,申万行业,730204,公用事业
600611,,行业分类,申万行业,420902,机械设备
300364,,行业分类,申万行业,720902,公用事业
300450,,行业分类,申万行业,630703,化工
688132,,行业分类,申万行业,650501,化工
300360,,行业分类,申万行业,630804,化工
300455,,行业分类,申万行业,710103,公用事业
600603,,行业分类,申万行业,420802,机械设备
300457,,行业分类,申万行业,630703,化工
001330,,行业分类,申万行业,720601,公用事业
001332,,行业分类,申万行业,640203,化工
300710,,行业分类,申万行业,730204,公用事业
300648,,行业分类,申万行业,630703,化工
600452,,行业分类,申万行业,410110,机械设备
600761,,行业分类,申万行业,640601,化工
000821,,行业分类,申万行业,630505,化工
300265,,行业分类,申万行业,630805,化工
688069,,行业分类,申万行业,760102,公用事业
000820,,行业分类,申万行业,760201,公用事业
300654,,行业分类,申万行业,720901,公用事业
600438,,行业分类,申万行业,630501,化工
688333,,行业分类,申万行业,640106,化工
300263,,行业分类,申万行业,640106,化工
600764,,行业分类,申万行业,650401,化工
300260,,行业分类,申万行业,640108,化工
002025,,行业分类,申万行业,650501,化工
688335,,行业分类,申万行业,760102,公用事业
300664,,行业分类,申万行业,760102,公用事业
600428,,行业分类,申万行业,421101,机械设备
300259,,行业分类,申万行业,640107,化工
002026,,行业分类,申万行业,640108,化工
688337,,行业分类,申万行业,640107,化工
688330,,行业分类,申万行业,630803,化工
688072,,行业分类,申万行业,270108,未知行业
600475,,行业分类,申万行业,410104,机械设备
300266,,行业分类,申万行业,760102,公用事业
688081,,行业分类,申万行业,650501,化工
300628,,行业分类,申万行业,730206,公用事业
300629,,行业分类,申万行业,650501,化工
688320,,行业分类,申万行业,640702,化工
300631,,行业分类,申万行业,760201,公用事业
688080,,行业分类,申万行业,730207,公用事业
600753,,行业分类,申万行业,420802,机械设备
600468,,行业分类,申万行业,630802,化工
002017,,行业分类,申万行业,730206,公用事业
300638,,行业分类,申万行业,730206,公用事业
000828,,行业分类,申万行业,420901,机械设备
600461,,行业分类,申万行业,760102,公用事业
600755,,行业分类,申万行业,420802,机械设备
688076,,行业分类,申万行业,370101,医药生物
600757,,行业分类,申万行业,720901,公用事业
000826,,行业分类,申万行业,760104,公用事业
600458,,行业分类,申万行业,640501,化工
600758,,行业分类,申万行业,740102,公用事业
688329,,行业分类,申万行业,640704,化工
002027,,行业分类,申万行业,720502,公用事业
300667,,行业分类,申万行业,640107,化工
300670,,行业分类,申万行业,630802,化工
600421,,行业分类,申万行业,640108,化工
002034,,行业分类,申万行业,760103,公用事业
300242,,行业分类,申万行业,720501,公用事业
688056,,行业分类,申万行业,640107,化工
000803,,行业分类,申万行业,760103,公用事业
600783,,行业分类,申万行业,640103,化工
600405,,行业分类,申万行业,630306,化工
300240,,行业分类,申万行业,420803,机械设备
688053,,行业分类,申万行业,650501,化工
300698,,行业分类,申万行业,730204,公用事业
300699,,行业分类,申万行业,650201,化工
000802,,行业分类,申万行业,720601,公用事业
600403,,行业分类,申万行业,740101,公用事业
600787,,行业分类,申万行业,420806,机械设备
301255,,行业分类,申万行业,640108,化工
600792,,行业分类,申万行业,740201,公用事业
600794,,行业分类,申万行业,420806,机械设备
600796,,行业分类,申万行业,760102,公用事业
600798,,行业分类,申万行业,421101,机械设备
600397,,行业分类,申万行业,740101,公用事业
300693,,行业分类,申万行业,630306,化工
300692,,行业分类,申万行业,760102,公用事业
688355,,行业分类,申万行业,640108,化工
600775,,行业分类,申万行业,730206,公用事业
600769,,行业分类,申万行业,760102,公用事业
002028,,行业分类,申万行业,630801,化工
688063,,行业分类,申万行业,630701,化工
300679,,行业分类,申万行业,270504,未知行业
300252,,行业分类,申万行业,650501,化工
600416,,行业分类,申万行业,630101,化工
300251,,行业分类,申万行业,720601,公用事业
688345,,行业分类,申万行业,630701,化工
688348,,行业分类,申万行业,630503,化工
600406,,行业分类,申万行业,630803,化工
688349,,行业分类,申万行业,630601,化工
688059,,行业分类,申万行业,640108,化工
600776,,行业分类,申万行业,730207,公用事业
688057,,行业分类,申万行业,760102,公用事业
300689,,行业分类,申万行业,730206,公用事业
688353,,行业分类,申万行业,630702,化工
300690,,行业分类,申万行业,630602,化工
600408,,行业分类,申万行业,740201,公用事业
300627,,行业分类,申万行业,730206,公用事业
300274,,行业分类,申万行业,630503,化工
001335,,行业分类,申万行业,220305,未知行业
688285,,行业分类,申万行业,640501,化工
300569,,行业分类,申万行业,630602,化工
300570,,行业分类,申万行业,730204,公用事业
001390,,行业分类,申万行业,350106,医药生物
688287,,行业分类,申万行业,650201,化工
300571,,行业分类,申万行业,730104,公用事业
001400,,行业分类,申万行业,640209,化工
600509,,行业分类,申万行业,410101,机械设备
688290,,行业分类,申万行业,640701,化工
000862,,行业分类,申万行业,410107,机械设备
688291,,行业分类,申万行业,710401,公用事业
300578,,行业分类,申万行业,730104,公用事业
600508,,行业分类,申万行业,740102,公用事业
600725,,行业分类,申万行业,740201,公用事业
300299,,行业分类,申万行业,720401,公用事业
001696,,行业分类,申万行业,640106,化工
600505,,行业分类,申万行业,410110,机械设备
001872,,行业分类,申万行业,421102,机械设备
001965,,行业分类,申万行业,420901,机械设备
300295,,行业分类,申万行业,720704,公用事业
001388,,行业分类,申万行业,630803,化工
688283,,行业分类,申万行业,730207,公用事业
688082,,行业分类,申万行业,270108,未知行业
600515,,行业分类,申万行业,430101,机械设备
688272,,行业分类,申万行业,650501,化工
300557,,行业分类,申万行业,640107,化工
688275,,行业分类,申万行业,630702,化工
001336,,行业分类,申万行业,760201,公用事业
300308,,行业分类,申万行业,730204,公用事业
300559,,行业分类,申万行业,710401,公用事业
001360,,行业分类,申万行业,640203,化工
600522,,行业分类,申万行业,730205,公用事业
300560,,行业分类,申万行业,730103,公用事业
300306,,行业分类,申万行业,640107,化工
300563,,行业分类,申万行业,730205,公用事业
001376,,行业分类,申万行业,410104,机械设备
300565,,行业分类,申万行业,730204,公用事业
001379,,行业分类,申万行业,640108,化工
001382,,行业分类,申万行业,630805,化工
300567,,行业分类,申万行业,640107,化工
000875,,行业分类,申万行业,410110,机械设备
688281,,行业分类,申万行业,650201,化工
688282,,行业分类,申万行业,650101,化工
688297,,行业分类,申万行业,650201,化工
600732,,行业分类,申万行业,630502,化工
600498,,行业分类,申万行业,730204,公用事业
300292,,行业分类,申万行业,730104,公用事业
688310,,行业分类,申万行业,640704,化工
300607,,行业分类,申万行业,640701,化工
688311,,行业分类,申万行业,650501,化工
600483,,行业分类,申万行业,410110,机械设备
600482,,行业分类,申万行业,630306,化工
688313,,行业分类,申万行业,730204,公用事业
300283,,行业分类,申万行业,630802,化工
688090,,行业分类,申万行业,640701,化工
300612,,行业分类,申万行业,720501,公用事业
300614,,行业分类,申万行业,760103,公用事业
002010,,行业分类,申万行业,420807,机械设备
300615,,行业分类,申万行业,730206,公用事业
300617,,行业分类,申万行业,630801,化工
300278,,行业分类,申万行业,640702,化工
688084,,行业分类,申万行业,650501,化工
300619,,行业分类,申万行业,630703,化工
300276,,行业分类,申万行业,640701,化工
300620,,行业分类,申万行业,730204,公用事业
600478,,行业分类,申万行业,630701,化工
000839,,行业分类,申万行业,730104,公用事业
688309,,行业分类,申万行业,760201,公用事业
002008,,行业分类,申万行业,640703,化工
688097,,行业分类,申万行业,640704,化工
300291,,行业分类,申万行业,720601,公用事业
688102,,行业分类,申万行业,240201,未知行业
300590,,行业分类,申万行业,730206,公用事业
600734,,行业分类,申万行业,730206,公用事业
688301,,行业分类,申万行业,370502,医药生物
300593,,行业分类,申万行业,630306,化工
688101,,行业分类,申万行业,760102,公用事业
688100,,行业分类,申万行业,730206,公用事业
688303,,行业分类,申万行业,630501,化工
600740,,行业分类,申万行业,740201,公用事业
300597,,行业分类,申万行业,730103,公用事业
688096,,行业分类,申万行业,760102,公用事业
688306,,行业分类,申万行业,640704,化工
000851,,行业分类,申万行业,730204,公用事业
600487,,行业分类,申万行业,730205,公用事业
300286,,行业分类,申万行业,630804,化工
300603,,行业分类,申万行业,730103,公用事业
688308,,行业分类,申万行业,640108,化工
301238,,行业分类,申万行业,630702,化工
600992,,行业分类,申万行业,640108,化工
600990,,行业分类,申万行业,650501,化工
603693,,行业分类,申万行业,410107,机械设备
000159,,行业分类,申万行业,630504,化工
601975,,行业分类,申万行业,421101,机械设备
603686,,行业分类,申万行业,760104,公用事业
002698,,行业分类,申万行业,640701,化工
002315,,行业分类,申万行业,450602,机械设备
601985,,行业分类,申万行业,410108,机械设备
603678,,行业分类,申万行业,650501,化工
002692,,行业分类,申万行业,630805,化工
002320,,行业分类,申万行业,421101,机械设备
603667,,行业分类,申万行业,640108,化工
000157,,行业分类,申万行业,640601,化工
600198,,行业分类,申万行业,730206,公用事业
603666,,行业分类,申万行业,640701,化工
000156,,行业分类,申万行业,721001,公用事业
600088,,行业分类,申万行业,720601,公用事业
002686,,行业分类,申万行业,640105,化工
002685,,行业分类,申万行业,640601,化工
000155,,行业分类,申万行业,410107,机械设备
601999,,行业分类,申万行业,720902,公用事业
002313,,行业分类,申万行业,730206,公用事业
